microbe_level,diet_type,id,compound,nat_lab,ion,ret_time,type_delete.this,width,area,start_time,end_time,,ratio,standard_mass,total_natural_compound_ng,sample_wt_g,sample_stdev_g,conc_sample_ngperg,lower_stdev_sample_mass,upper_stdev_sample_mass,low_conc_stdev,high_conc_stdev,num_sal_glands,avg_ratio_blanks,stdev_ratio_blanks,ratio_minus_blanks,adjusted_total_natural_compound,adjusted_conc_sample_ngperg,lower_blank_stdev,upper_blank_stdev,adjusted_low_stdev,adjusted_high_stdev,,,,,,
blank,blank,B6,trans_JA,lab,227,11.82,M,0.031,6531062,11.785,11.886,,,200,,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.004390614,0.001505738,-0.004390614,-0.878122881,#DIV/0!,0.002884877,0.005896352,#DIV/0!,#DIV/0!,,,,,,
axenic,benzoic,AB1,cis_JA,nat ,225,11.995,M,0.024,106013,11.978,12.022,,0.070234355,200,14.04687105,0.127,0.0309,110.6052838,0.0961,0.1579,146.1693137,88.96055127,42,0.016199268,0.006938816,0.054035087,10.80701739,85.09462508,0.009260452,0.023138084,126.89678,59.65328824,,,,,,
axenic,benzoic,AB1,cis_JA,lab,227,12.028,M,0.028,1509418,11.994,12.069,,,200,,0.127,0.0309,0,0.0961,0.1579,0,0,42,0.016199268,0.006938816,-0.016199268,-3.23985366,-25.51065874,0.009260452,0.023138084,-19.2725337,-29.30726303,,,,,,
axenic,benzoic,AB2,cis_JA,nat,225,11.996,M,0.032,134681,11.966,12.038,,0.072174108,200,14.43482166,0.1078,0.0309,133.903726,0.0769,0.1387,187.7089943,104.0722542,40,0.016199268,0.006938816,0.05597484,11.194968,103.8494248,0.009260452,0.023138084,163.6245926,70.70803768,,,,,,
axenic,benzoic,AB2,cis_JA,lab,227,12.027,M,0.027,1866057,11.998,12.063,,,200,,0.1078,0.0309,0,0.0769,0.1387,0,0,40,0.016199268,0.006938816,-0.016199268,-3.23985366,-30.05430111,0.009260452,0.023138084,-24.08440167,-33.36421653,,,,,,
axenic,control,AC1,cis_JA,nat,225,11.993,M,0.023,214246,11.967,12.038,,0.058002929,200,11.60058586,0.1165,0.0309,99.5758443,0.0856,0.1474,135.5208629,78.70139661,38,0.016199268,0.006938816,0.041803661,8.360732201,71.76594164,0.009260452,0.023138084,113.8842917,47.30643846,,,,,,
axenic,control,AC1,cis_JA,lab,227,12.028,M,0.027,3693710,11.998,12.068,,,200,,0.1165,0.0309,0,0.0856,0.1474,0,0,38,0.016199268,0.006938816,-0.016199268,-3.23985366,-27.80990266,0.009260452,0.023138084,-21.63657112,-31.39495816,,,,,,
axenic,control,AC2,cis_JA,nat,225,11.993,M,0.027,45514,11.972,12.033,,0.070849717,200,14.16994343,0.1053,0.0309,134.567364,0.0744,0.1362,190.4562289,104.0377638,43,0.016199268,0.006938816,0.054650449,10.93008977,103.799523,0.009260452,0.023138084,165.5625396,70.06113509,,,,,,
axenic,control,AC2,cis_JA,lab,227,12.027,M,0.025,642402,12.005,12.058,,,200,,0.1053,0.0309,0,0.0744,0.1362,0,0,43,0.016199268,0.006938816,-0.016199268,-3.23985366,-30.76784103,0.009260452,0.023138084,-24.89368936,-33.97662872,,,,,,
nonaxenic,benzoic,NB1,cis_JA,nat,225,11.991,M,0.029,180848,11.972,12.017,,0.039608974,200,7.921794791,0.1231,0.0309,64.35251658,0.0922,0.1540,85.9196832,51.44022592,38,0.016199268,0.006938816,0.023409706,4.681941131,38.03364038,0.009260452,0.023138084,65.83193387,21.39076597,,,,,,
nonaxenic,benzoic,NB1,cis_JA,lab,227,12.025,M,0.025,4565834,11.997,12.063,,,200,,0.1231,0.0309,0,0.0922,0.1540,0,0,38,0.016199268,0.006938816,-0.016199268,-3.23985366,-26.3188762,0.009260452,0.023138084,-20.08774933,-30.04945995,,,,,,
nonaxenic,benzoic,NB2,cis_JA,nat,225,11.991,M,0.031,146816,11.971,12.023,,0.067672673,200,13.53453465,0.1237,0.0309,109.4141847,0.0928,0.1546,145.8462786,87.54550229,41,0.016199268,0.006938816,0.051473405,10.29468099,83.2229668,0.009260452,0.023138084,125.888407,57.61266379,,,,,,
nonaxenic,benzoic,NB2,cis_JA,lab,227,12.025,M,0.027,2169502,11.999,12.055,,,200,,0.1237,0.0309,0,0.0928,0.1546,0,0,41,0.016199268,0.006938816,-0.016199268,-3.23985366,-26.19121795,0.009260452,0.023138084,-19.95787164,-29.9328385,,,,,,
nonaxenic,control,NC1,cis_JA,nat,225,11.998,M,0.043,157712,11.969,12.045,,0.078127036,200,15.62540714,0.13,0.0309,120.1954395,0.0991,0.1609,157.6731296,97.1125366,40,0.016199268,0.006938816,0.061927767,12.38555348,95.2734883,0.009260452,0.023138084,138.9840227,68.35171104,,,,,,
nonaxenic,control,NC1,cis_JA,lab,227,12.029,M,0.03,2018661,11.995,12.077,,,200,,0.13,0.0309,0,0.0991,0.1609,0,0,40,0.016199268,0.006938816,-0.016199268,-3.23985366,-24.92195123,0.009260452,0.023138084,-18.68910684,-28.76082556,,,,,,
nonaxenic,control,NC2,cis_JA,nat,225,12.001,M,0.034,86262,11.988,12.031,,0.051830706,200,10.36614126,0.1379,0.0309,75.17143772,0.1070,0.1688,96.87982487,61.41078946,36,0.016199268,0.006938816,0.035631438,7.126287601,51.67721248,0.009260452,0.023138084,79.57056797,33.9959978,,,,,,
nonaxenic,control,NC2,cis_JA,lab,227,12.029,M,0.029,1664303,12,12.063,,,200,,0.1379,0.0309,0,0.1070,0.1688,0,0,36,0.016199268,0.006938816,-0.016199268,-3.23985366,-23.49422524,0.009260452,0.023138084,-17.3092569,-27.41479166,,,,,,
blank,blank,B1,cis_JA,nat,225,11.998,M,0.039,20937,11.988,12.037,,0.012938906,200,2.587781179,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,-0.003260362,-0.652072481,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
blank,blank,B1,cis_JA,lab,227,12.031,M,0.033,1618143,12.001,12.078,,,200,,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,-0.016199268,-3.23985366,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
blank,blank,B2,cis_JA,nat,225,12.002,M,0.018,9465,11.988,12.009,,0.006885374,200,1.377074796,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,-0.009313894,-1.862778864,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
blank,blank,B2,cis_JA,lab,227,12.029,M,0.03,1374653,12.001,12.068,,,200,,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,-0.016199268,-3.23985366,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
blank,blank,B3,cis_JA,nat,225,12.026,M,0.035,49121,11.98,12.029,,0.01891617,200,3.783234037,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,0.002716902,0.543380377,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
blank,blank,B3,cis_JA,lab,227,12.028,M,0.026,2596773,12.002,12.061,,,200,,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,-0.016199268,-3.23985366,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
blank,blank,B4,cis_JA,nat,225,12.018,M,0.032,10918,12.001,12.037,,0.013092257,200,2.618451473,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,-0.003107011,-0.621402187,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
blank,blank,B4,cis_JA,lab,227,12.026,M,0.029,833928,12.001,12.058,,,200,,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,-0.016199268,-3.23985366,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
blank,blank,B5,cis_JA,nat,225,12.012,M,0.025,9451,11.987,12.015,,0.018083366,200,3.616673204,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,0.001884098,0.376819544,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
blank,blank,B5,cis_JA,lab,227,12.026,M,0.031,522635,12,12.072,,,200,,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,-0.016199268,-3.23985366,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
blank,blank,B6,cis_JA,nat,225,12.011,M,0.045,22909,11.974,12.029,,0.027279536,200,5.455907272,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,0.011080268,2.216053612,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
blank,blank,B6,cis_JA,lab,227,12.026,M,0.027,839787,12,12.061,,,,,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0.016199268,0.006938816,-0.016199268,0,#DIV/0!,0.009260452,0.023138084,#DIV/0!,#DIV/0!,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
